,№,Season,Team,Apps,Min,G,A,Sh90,KP90,xG,xA,xG90,xA90,Player,League,Pos
0,1.0,2015/2016,Bournemouth,12,841,0,0,0.21,0.11,0.06+0.06,0.01+0.01,0.01,0.0,Sylvain Distin,EPL,M
1,2.0,2014/2015,Everton,13,1081,0,0,0.08,0.25,0.06+0.06,0.10+0.10,0.0,0.01,Sylvain Distin,EPL,M
2,,,,25,1922,0,0,0.14,0.19,0.12+0.12,0.10+0.10,0.01,0.0,Sylvain Distin,EPL,M
0,1.0,2019/2020,Everton,27,1267,3,2,0.85,1.7,1.70-1.30,2.30+0.30,0.12,0.16,Bernard,EPL,M
1,2.0,2018/2019,Everton,34,2146,1,3,0.96,1.72,2.69+1.69,3.24+0.24,0.11,0.14,Bernard,EPL,M
2,,,,61,3413,4,5,0.92,1.71,4.39+0.39,5.54+0.54,0.12,0.15,Bernard,EPL,M
0,1.0,2019/2020,Brighton,31,2018,5,3,1.83,1.87,5.35+0.35,4.63+1.63,0.24,0.21,Leandro Trossard,EPL,M
1,,,,31,2018,5,3,1.83,1.87,5.35+0.35,4.63+1.63,0.24,0.21,Leandro Trossard,EPL,M
0,1.0,2019/2020,West Ham,24,1372,0,2,1.51,2.03,2.14+2.14,2.08+0.08,0.14,0.14,Manuel Lanzini,EPL,M
1,2.0,2018/2019,West Ham,10,693,1,1,1.43,0.65,1.18+0.18,0.96-0.04,0.15,0.12,Manuel Lanzini,EPL,M
2,3.0,2017/2018,West Ham,27,2054,5,6,1.93,1.8,3.83-1.17,3.73-2.27,0.17,0.16,Manuel Lanzini,EPL,M
3,4.0,2016/2017,West Ham,35,2727,8,2,2.28,1.88,6.07-1.93,4.01+2.01,0.2,0.13,Manuel Lanzini,EPL,M
4,5.0,2015/2016,West Ham,26,1941,6,2,2.23,1.53,4.53-1.47,2.84+0.84,0.21,0.13,Manuel Lanzini,EPL,M
5,,,,122,8787,20,13,2.0,1.71,17.76-2.24,13.61+0.61,0.18,0.14,Manuel Lanzini,EPL,M
0,1.0,2019/2020,Norwich,24,1201,0,0,1.42,0.9,1.29+1.29,0.94+0.94,0.1,0.07,Marco Stiepermann,EPL,M
1,,,,24,1201,0,0,1.42,0.9,1.29+1.29,0.94+0.94,0.1,0.07,Marco Stiepermann,EPL,M
0,1.0,2019/2020,Watford,28,1656,3,0,1.14,1.09,3.15+0.15,1.36+1.36,0.17,0.07,Roberto Pereyra,EPL,M
1,2.0,2018/2019,Watford,33,2837,6,1,1.81,1.08,5.38-0.62,3.54+2.54,0.17,0.11,Roberto Pereyra,EPL,M
2,3.0,2017/2018,Watford,32,1618,5,2,1.84,1.28,3.91-1.09,2.67+0.67,0.22,0.15,Roberto Pereyra,EPL,M
3,4.0,2016/2017,Watford,13,1044,2,2,0.78,1.29,1.38-0.62,1.70-0.30,0.12,0.15,Roberto Pereyra,EPL,M
4,5.0,2015/2016,Juventus,13,799,0,1,1.13,2.82,0.61+0.61,2.32+1.32,0.07,0.26,Roberto Pereyra,EPL,M
5,6.0,2014/2015,Juventus,35,2282,4,3,1.22,1.7,3.52-0.48,3.64+0.64,0.14,0.14,Roberto Pereyra,EPL,M
6,,,,154,10236,20,9,1.42,1.41,17.95-2.05,15.23+6.23,0.16,0.13,Roberto Pereyra,EPL,M
0,1.0,2019/2020,Bournemouth,31,1672,7,0,3.01,0.75,4.17-2.83,2.22+2.22,0.22,0.12,Harry Wilson,EPL,M
1,,,,31,1672,7,0,3.01,0.75,4.17-2.83,2.22+2.22,0.22,0.12,Harry Wilson,EPL,M
0,1.0,2019/2020,Norwich,16,1159,0,0,0.85,0.23,0.44+0.44,0.15+0.15,0.03,0.01,Tom Trybull,EPL,M
1,,,,16,1159,0,0,0.85,0.23,0.44+0.44,0.15+0.15,0.03,0.01,Tom Trybull,EPL,M
0,1.0,2019/2020,Manchester United,16,1206,1,3,1.64,2.24,2.15+1.15,3.06+0.06,0.16,0.23,Paul Pogba,EPL,M
1,2.0,2018/2019,Manchester United,35,3013,13,9,3.14,1.64,15.88+2.88,5.19-3.81,0.47,0.15,Paul Pogba,EPL,M
2,3.0,2017/2018,Manchester United,27,2158,6,10,3.17,1.63,7.81+1.81,4.59-5.41,0.33,0.19,Paul Pogba,EPL,M
3,4.0,2016/2017,Manchester United,30,2606,5,4,3.18,1.97,6.51+1.51,5.59+1.59,0.22,0.19,Paul Pogba,EPL,M
4,5.0,2015/2016,Juventus,35,3017,8,12,3.7,1.61,8.84+0.84,7.10-4.90,0.26,0.21,Paul Pogba,EPL,M
5,6.0,2014/2015,Juventus,26,2110,8,3,2.39,1.58,4.50-3.50,3.84+0.84,0.19,0.16,Paul Pogba,EPL,M
6,,,,169,14110,41,41,3.03,1.73,45.69+4.69,29.37-11.63,0.29,0.19,Paul Pogba,EPL,M
0,1.0,2019/2020,Bournemouth,24,1255,3,1,0.93,0.72,2.93-0.07,1.37+0.37,0.21,0.1,Dan Gosling,EPL,M
1,2.0,2018/2019,Bournemouth,25,1729,2,1,1.09,0.47,2.39+0.39,0.96-0.04,0.12,0.05,Dan Gosling,EPL,M
2,3.0,2017/2018,Bournemouth,28,1940,2,1,1.07,0.84,2.27+0.27,0.95-0.05,0.11,0.04,Dan Gosling,EPL,M
3,4.0,2016/2017,Bournemouth,27,1336,2,0,1.08,0.67,1.46-0.54,0.78+0.78,0.1,0.05,Dan Gosling,EPL,M
4,5.0,2015/2016,Bournemouth,34,2442,3,1,1.47,1.0,3.23+0.23,1.90+0.90,0.12,0.07,Dan Gosling,EPL,M
5,,,,138,8702,12,4,1.17,0.77,12.28+0.28,5.95+1.95,0.13,0.06,Dan Gosling,EPL,M
0,1.0,2019/2020,Everton,36,3100,13,3,2.58,0.99,9.84-3.16,6.67+3.67,0.29,0.19,Richarlison,EPL,M
1,2.0,2018/2019,Everton,35,2702,13,1,2.73,0.67,11.33-1.67,1.96+0.96,0.38,0.07,Richarlison,EPL,M
2,3.0,2017/2018,Watford,38,2832,5,4,3.02,0.83,10.66+5.66,3.81-0.19,0.34,0.12,Richarlison,EPL,M
3,,,,109,8634,31,8,2.77,0.83,31.84+0.84,12.43+4.43,0.33,0.13,Richarlison,EPL,M
0,1.0,2019/2020,Everton,16,1194,0,0,0.23,0.53,0.05+0.05,0.48+0.48,0.0,0.04,Fabian Delph,EPL,M
1,2.0,2018/2019,Manchester City,11,723,0,1,0.5,0.37,0.07+0.07,0.39-0.61,0.01,0.05,Fabian Delph,EPL,M
2,3.0,2017/2018,Manchester City,22,1747,1,2,0.52,0.57,0.20-0.80,1.31-0.69,0.01,0.07,Fabian Delph,EPL,M
3,4.0,2016/2017,Manchester City,7,216,1,0,2.5,0.83,0.23-0.77,0.36+0.36,0.09,0.15,Fabian Delph,EPL,M
4,5.0,2015/2016,Manchester City,17,753,2,0,1.55,0.24,0.30-1.70,0.43+0.43,0.04,0.05,Fabian Delph,EPL,M
5,6.0,2014/2015,Aston Villa,28,2435,0,3,1.55,1.33,1.54+1.54,2.42-0.58,0.06,0.09,Fabian Delph,EPL,M
6,,,,101,7068,4,6,0.99,0.78,2.38-1.62,5.38-0.62,0.03,0.07,Fabian Delph,EPL,M
0,1.0,2019/2020,Arsenal,36,3143,22,3,2.66,0.74,16.35-5.65,4.49+1.49,0.47,0.13,Pierre-Emerick Aubameyang,EPL,M
1,2.0,2018/2019,Arsenal,36,2740,22,5,3.09,1.08,23.55+1.55,4.99-0.01,0.77,0.16,Pierre-Emerick Aubameyang,EPL,M
2,3.0,2017/2018,Borussia Dortmund,16,1421,13,3,3.74,1.01,16.65+3.65,2.56-0.44,1.05,0.16,Pierre-Emerick Aubameyang,EPL,M
3,4.0,2017/2018,Arsenal,13,1056,10,4,2.64,1.11,9.17-0.83,1.26-2.74,0.78,0.11,Pierre-Emerick Aubameyang,EPL,M
4,5.0,2016/2017,Borussia Dortmund,32,2785,31,2,3.75,0.84,31.14+0.14,4.50+2.50,1.01,0.15,Pierre-Emerick Aubameyang,EPL,M
5,6.0,2015/2016,Borussia Dortmund,31,2476,25,5,4.29,1.02,28.19+3.19,6.56+1.56,1.02,0.24,Pierre-Emerick Aubameyang,EPL,M
6,7.0,2014/2015,Borussia Dortmund,33,2724,16,6,3.37,1.52,15.40-0.60,6.38+0.38,0.51,0.21,Pierre-Emerick Aubameyang,EPL,M
7,,,,197,16345,139,28,3.38,1.04,140.46+1.46,30.75+2.75,0.77,0.17,Pierre-Emerick Aubameyang,EPL,M
0,1.0,2019/2020,Bournemouth,27,1331,0,0,0.61,0.74,0.25+0.25,0.55+0.55,0.02,0.04,Lewis Cook,EPL,M
1,2.0,2018/2019,Bournemouth,13,718,0,0,0.5,0.25,0.13+0.13,0.06+0.06,0.02,0.01,Lewis Cook,EPL,M
2,3.0,2017/2018,Bournemouth,29,2243,0,2,0.72,1.12,0.37+0.37,1.45-0.55,0.01,0.06,Lewis Cook,EPL,M
3,4.0,2016/2017,Bournemouth,6,432,0,2,1.04,1.25,0.10+0.10,0.47-1.53,0.02,0.1,Lewis Cook,EPL,M
4,,,,75,4724,0,4,0.69,0.9,0.85+0.85,2.53-1.47,0.02,0.05,Lewis Cook,EPL,M
0,1.0,2019/2020,Crystal Palace,24,1272,1,1,0.85,0.92,0.40-0.60,1.71+0.71,0.03,0.12,Andros Townsend,EPL,M
1,2.0,2018/2019,Crystal Palace,38,3030,6,4,1.87,1.81,4.88-1.12,3.70-0.30,0.14,0.11,Andros Townsend,EPL,M
2,3.0,2017/2018,Crystal Palace,36,3141,2,7,1.78,1.89,3.11+1.11,8.64+1.64,0.09,0.25,Andros Townsend,EPL,M
3,4.0,2016/2017,Crystal Palace,36,2542,3,4,1.98,1.81,3.33+0.33,5.83+1.83,0.12,0.21,Andros Townsend,EPL,M
4,5.0,2015/2016,Newcastle United,13,1091,4,2,1.98,2.14,1.27-2.73,2.25+0.25,0.1,0.19,Andros Townsend,EPL,M
5,6.0,2015/2016,Tottenham,3,58,0,0,7.76,3.1,0.20+0.20,0.57+0.57,0.31,0.89,Andros Townsend,EPL,M
6,7.0,2014/2015,Tottenham,17,767,2,2,1.88,1.53,1.78-0.22,0.95-1.05,0.21,0.11,Andros Townsend,EPL,M
7,,,,167,11901,18,20,1.8,1.75,14.97-3.03,23.66+3.66,0.11,0.18,Andros Townsend,EPL,M
0,1.0,2019/2020,Everton,25,1310,2,3,2.13,1.31,3.48+1.48,3.97+0.97,0.24,0.27,Theo Walcott,EPL,M
1,2.0,2018/2019,Everton,37,2127,5,2,1.78,0.89,6.51+1.51,2.88+0.88,0.28,0.12,Theo Walcott,EPL,M
2,3.0,2017/2018,Everton,14,1152,3,3,1.48,1.02,3.15+0.15,3.03+0.03,0.25,0.24,Theo Walcott,EPL,M
3,4.0,2017/2018,Arsenal,6,55,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Theo Walcott,EPL,M
4,5.0,2016/2017,Arsenal,28,1944,10,2,2.87,0.6,9.90-0.10,2.53+0.53,0.46,0.12,Theo Walcott,EPL,M
5,6.0,2015/2016,Arsenal,28,1374,5,2,2.95,1.11,8.39+3.39,2.04+0.04,0.55,0.13,Theo Walcott,EPL,M
6,7.0,2014/2015,Arsenal,14,427,5,0,4.85,0.84,5.35+0.35,0.40+0.40,1.13,0.08,Theo Walcott,EPL,M
7,,,,152,8389,30,12,2.38,0.93,36.77+6.77,14.85+2.85,0.39,0.16,Theo Walcott,EPL,M
0,1.0,2019/2020,Newcastle United,23,1354,1,1,1.66,1.0,1.18+0.18,0.93-0.07,0.08,0.06,Sean Longstaff,EPL,M
1,2.0,2018/2019,Newcastle United,9,694,1,0,1.04,0.65,0.75-0.25,0.60+0.60,0.1,0.08,Sean Longstaff,EPL,M
2,,,,32,2048,2,1,1.45,0.88,1.93-0.07,1.53+0.53,0.08,0.07,Sean Longstaff,EPL,M
0,1.0,2019/2020,Brighton,22,1270,1,0,1.13,0.28,0.41-0.59,0.14+0.14,0.03,0.01,Yves Bissouma,EPL,M
1,2.0,2018/2019,Brighton,28,1757,0,0,1.59,0.67,1.78+1.78,0.99+0.99,0.09,0.05,Yves Bissouma,EPL,M
2,3.0,2017/2018,Lille,24,1556,2,1,2.37,0.64,2.05+0.05,0.76-0.24,0.12,0.04,Yves Bissouma,EPL,M
3,4.0,2016/2017,Lille,23,746,1,0,2.29,1.33,0.54-0.46,0.39+0.39,0.06,0.05,Yves Bissouma,EPL,M
4,,,,97,5329,4,1,1.81,0.66,4.77+0.77,2.27+1.27,0.08,0.04,Yves Bissouma,EPL,M
0,1.0,2019/2020,Norwich,26,1377,1,2,1.9,1.31,1.91+0.91,0.92-1.08,0.12,0.06,Onel Hernández,EPL,M
1,,,,26,1377,1,2,1.9,1.31,1.91+0.91,0.92-1.08,0.12,0.06,Onel Hernández,EPL,M
0,1.0,2019/2020,Manchester United,14,1211,8,7,3.27,2.23,5.99-2.01,2.76-4.24,0.44,0.2,Bruno Fernandes,EPL,M
1,2.0,2016/2017,Sampdoria,33,1736,5,2,3.21,2.7,5.76+0.76,4.48+2.48,0.3,0.23,Bruno Fernandes,EPL,M
2,3.0,2015/2016,Udinese,31,2116,3,4,2.21,1.87,3.79+0.79,3.75-0.25,0.16,0.16,Bruno Fernandes,EPL,M
3,4.0,2014/2015,Udinese,31,1605,3,2,2.3,1.23,2.63-0.37,2.33+0.33,0.15,0.13,Bruno Fernandes,EPL,M
4,,,,109,6668,19,15,2.69,2.0,18.18-0.82,13.31-1.69,0.25,0.18,Bruno Fernandes,EPL,M
0,1.0,2019/2020,Tottenham,28,1477,0,2,1.1,1.77,1.38+1.38,1.71-0.29,0.08,0.1,Giovani Lo Celso,EPL,M
1,2.0,2018/2019,Real Betis,32,2401,9,4,2.4,1.01,8.16-0.84,4.24+0.24,0.31,0.16,Giovani Lo Celso,EPL,M
2,3.0,2018/2019,Paris Saint Germain,1,6,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Giovani Lo Celso,EPL,M
3,4.0,2017/2018,Paris Saint Germain,33,1765,4,3,1.94,0.92,2.94-1.06,2.15-0.85,0.15,0.11,Giovani Lo Celso,EPL,M
4,5.0,2016/2017,Paris Saint Germain,4,82,0,2,3.29,2.2,0.15+0.15,1.31-0.69,0.17,1.43,Giovani Lo Celso,EPL,M
5,,,,98,5731,13,11,1.93,1.19,12.63-0.37,9.41-1.59,0.2,0.15,Giovani Lo Celso,EPL,M
0,1.0,2019/2020,Watford,28,2137,4,5,2.65,1.81,6.21+2.21,4.79-0.21,0.26,0.2,Gerard Deulofeu,EPL,M
1,2.0,2018/2019,Watford,30,2110,10,5,2.56,1.28,8.33-1.67,4.96-0.04,0.36,0.21,Gerard Deulofeu,EPL,M
2,3.0,2017/2018,Barcelona,10,504,1,1,1.43,1.79,1.14+0.14,1.75+0.75,0.2,0.31,Gerard Deulofeu,EPL,M
3,4.0,2017/2018,Watford,7,443,1,0,1.63,2.23,0.56-0.44,0.59+0.59,0.11,0.12,Gerard Deulofeu,EPL,M
4,5.0,2016/2017,AC Milan,17,1467,4,3,2.27,2.64,3.40-0.60,6.48+3.48,0.21,0.4,Gerard Deulofeu,EPL,M
5,6.0,2016/2017,Everton,11,452,0,0,1.39,1.99,0.68+0.68,0.48+0.48,0.14,0.1,Gerard Deulofeu,EPL,M
6,7.0,2015/2016,Everton,26,1389,2,8,0.58,2.27,1.41-0.59,5.97-2.03,0.09,0.39,Gerard Deulofeu,EPL,M
7,8.0,2014/2015,Sevilla,17,795,1,5,1.81,1.7,2.39+1.39,2.12-2.88,0.27,0.24,Gerard Deulofeu,EPL,M
8,,,,146,9297,23,27,2.01,1.91,24.14+1.14,27.14+0.14,0.23,0.26,Gerard Deulofeu,EPL,M
0,1.0,2019/2020,Arsenal,31,2021,5,5,2.23,1.74,5.07+0.07,4.90-0.10,0.23,0.22,Nicolas Pepe,EPL,M
1,2.0,2018/2019,Lille,38,3333,22,11,3.19,1.89,21.23-0.77,10.38-0.62,0.57,0.28,Nicolas Pepe,EPL,M
2,3.0,2017/2018,Lille,36,2846,13,4,2.06,1.26,8.06-4.94,3.80-0.20,0.25,0.12,Nicolas Pepe,EPL,M
3,4.0,2016/2017,Angers,33,1295,3,1,3.13,1.32,3.05+0.05,2.04+1.04,0.21,0.14,Nicolas Pepe,EPL,M
4,,,,138,9495,43,21,2.64,1.59,37.41-5.59,21.12+0.12,0.35,0.2,Nicolas Pepe,EPL,M
0,1.0,2019/2020,Tottenham,35,2261,4,4,2.23,1.39,5.58+1.58,3.28-0.72,0.22,0.13,Lucas Moura,EPL,M
1,2.0,2018/2019,Tottenham,32,2133,10,0,1.9,1.14,7.59-2.41,1.66+1.66,0.32,0.07,Lucas Moura,EPL,M
2,3.0,2017/2018,Tottenham,6,208,0,1,2.16,2.6,0.16+0.16,0.31-0.69,0.07,0.14,Lucas Moura,EPL,M
3,4.0,2017/2018,Paris Saint Germain,5,69,1,1,3.91,1.3,1.91+0.91,0.83-0.17,2.49,1.08,Lucas Moura,EPL,M
4,5.0,2016/2017,Paris Saint Germain,37,2446,12,5,2.43,2.02,10.22-1.78,6.09+1.09,0.38,0.22,Lucas Moura,EPL,M
5,6.0,2015/2016,Paris Saint Germain,36,2337,9,4,2.43,2.2,9.76+0.76,5.32+1.32,0.38,0.21,Lucas Moura,EPL,M
6,7.0,2014/2015,Paris Saint Germain,29,1903,7,5,1.89,1.94,6.75-0.25,4.55-0.45,0.32,0.22,Lucas Moura,EPL,M
7,,,,180,11357,43,20,2.2,1.76,41.97-1.03,22.05+2.05,0.33,0.17,Lucas Moura,EPL,M
0,1.0,2019/2020,Arsenal,29,1496,1,1,1.26,0.78,1.46+0.46,0.83-0.17,0.09,0.05,Lucas Torreira,EPL,M
1,2.0,2018/2019,Arsenal,34,2366,2,2,0.95,0.61,1.80-0.20,1.71-0.29,0.07,0.07,Lucas Torreira,EPL,M
2,3.0,2017/2018,Sampdoria,36,3192,4,1,0.93,0.99,1.40-2.60,2.39+1.39,0.04,0.07,Lucas Torreira,EPL,M
3,4.0,2016/2017,Sampdoria,35,3055,0,0,0.56,1.03,0.77+0.77,1.91+1.91,0.02,0.06,Lucas Torreira,EPL,M
4,,,,134,10109,7,4,0.87,0.88,5.43-1.57,6.84+2.84,0.05,0.06,Lucas Torreira,EPL,M
0,1.0,2019/2020,West Ham,24,1522,5,5,1.24,1.95,2.39-2.61,3.73-1.27,0.14,0.22,Robert Snodgrass,EPL,M
1,2.0,2018/2019,West Ham,33,2230,2,5,1.21,2.38,2.26+0.26,5.18+0.18,0.09,0.21,Robert Snodgrass,EPL,M
2,3.0,2016/2017,Hull,20,1716,7,3,2.05,2.36,3.56-3.44,2.82-0.18,0.19,0.15,Robert Snodgrass,EPL,M
3,4.0,2016/2017,West Ham,15,847,0,2,1.17,1.7,0.83+0.83,1.50-0.50,0.09,0.16,Robert Snodgrass,EPL,M
4,5.0,2014/2015,Hull,1,39,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Robert Snodgrass,EPL,M
5,,,,93,6354,14,15,1.43,2.17,9.03-4.97,13.23-1.77,0.13,0.19,Robert Snodgrass,EPL,M
0,1.0,2019/2020,Everton,25,1637,1,0,1.26,1.32,2.48+1.48,2.22+2.22,0.14,0.12,Alex Iwobi,EPL,M
1,2.0,2018/2019,Arsenal,35,1974,3,6,1.6,1.82,3.72+0.72,7.64+1.64,0.17,0.35,Alex Iwobi,EPL,M
2,3.0,2017/2018,Arsenal,26,1873,3,5,2.16,1.73,4.13+1.13,3.49-1.51,0.2,0.17,Alex Iwobi,EPL,M
3,4.0,2016/2017,Arsenal,26,1471,3,3,2.39,1.59,3.23+0.23,2.22-0.78,0.2,0.14,Alex Iwobi,EPL,M
4,5.0,2015/2016,Arsenal,13,639,2,2,2.11,1.69,1.55-0.45,1.51-0.49,0.22,0.21,Alex Iwobi,EPL,M
5,,,,125,7594,12,16,1.86,1.64,15.11+3.11,17.07+1.07,0.18,0.2,Alex Iwobi,EPL,M
0,1.0,2019/2020,Crystal Palace,33,1641,0,0,0.66,0.93,0.42+0.42,1.40+1.40,0.02,0.08,James McCarthy,EPL,M
1,2.0,2018/2019,Everton,1,11,0,0,0.0,0.0,0.00,0.00,0.0,0.0,James McCarthy,EPL,M
2,3.0,2017/2018,Everton,4,210,0,0,0.43,0.43,0.03+0.03,0.02+0.02,0.01,0.01,James McCarthy,EPL,M
3,4.0,2016/2017,Everton,12,608,1,1,0.89,0.74,0.46-0.54,0.25-0.75,0.07,0.04,James McCarthy,EPL,M
4,5.0,2015/2016,Everton,29,2445,2,2,0.59,0.52,0.82-1.18,1.39-0.61,0.03,0.05,James McCarthy,EPL,M
5,6.0,2014/2015,Everton,28,2416,2,1,0.71,0.6,1.41-0.59,1.04+0.04,0.05,0.04,James McCarthy,EPL,M
6,,,,107,7331,5,4,0.66,0.65,3.13-1.87,4.10+0.10,0.04,0.05,James McCarthy,EPL,M
0,1.0,2019/2020,Aston Villa,27,1549,3,5,1.68,2.21,1.63-1.37,5.73+0.73,0.09,0.33,Conor Hourihane,EPL,M
1,,,,27,1549,3,5,1.68,2.21,1.63-1.37,5.73+0.73,0.09,0.33,Conor Hourihane,EPL,M
0,1.0,2019/2020,Manchester United,25,1501,1,3,2.22,1.86,2.29+1.29,3.71+0.71,0.14,0.22,Andreas Pereira,EPL,M
1,2.0,2018/2019,Manchester United,15,593,1,1,1.21,1.37,0.27-0.73,0.88-0.12,0.04,0.13,Andreas Pereira,EPL,M
2,3.0,2017/2018,Valencia,23,1074,1,3,1.17,1.68,0.96-0.04,1.95-1.05,0.08,0.16,Andreas Pereira,EPL,M
3,4.0,2016/2017,Granada,35,2833,5,3,2.38,1.65,4.38-0.62,3.72+0.72,0.14,0.12,Andreas Pereira,EPL,M
4,5.0,2015/2016,Manchester United,4,76,0,0,0.0,3.55,0.00,0.18+0.18,0.0,0.21,Andreas Pereira,EPL,M
5,6.0,2014/2015,Manchester United,1,12,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Andreas Pereira,EPL,M
6,,,,103,6089,8,10,1.98,1.7,7.90-0.10,10.44+0.44,0.12,0.15,Andreas Pereira,EPL,M
0,1.0,2019/2020,Everton,19,1457,0,1,0.31,0.68,0.21+0.21,1.10+0.10,0.01,0.07,André Gomes,EPL,M
1,2.0,2018/2019,Everton,27,2001,1,1,0.94,0.27,1.39+0.39,0.66-0.34,0.06,0.03,André Gomes,EPL,M
2,3.0,2017/2018,Barcelona,16,630,0,0,1.0,0.43,0.75+0.75,0.16+0.16,0.11,0.02,André Gomes,EPL,M
3,4.0,2016/2017,Barcelona,30,1589,3,1,1.08,0.68,2.43-0.57,1.04+0.04,0.14,0.06,André Gomes,EPL,M
4,5.0,2015/2016,Valencia,30,2384,3,3,1.59,1.02,2.85-0.15,3.29+0.29,0.11,0.12,André Gomes,EPL,M
5,6.0,2014/2015,Valencia,33,2562,4,1,1.33,0.88,3.35-0.65,2.57+1.57,0.12,0.09,André Gomes,EPL,M
6,,,,155,10623,11,7,1.12,0.71,10.98-0.02,8.83+1.83,0.09,0.07,André Gomes,EPL,M
0,1.0,2019/2020,Tottenham,25,1862,8,4,2.03,1.11,7.92-0.08,3.48-0.52,0.38,0.17,Dele Alli,EPL,M
1,2.0,2018/2019,Tottenham,25,1847,5,3,1.9,1.32,5.95+0.95,3.29+0.29,0.29,0.16,Dele Alli,EPL,M
2,3.0,2017/2018,Tottenham,36,2991,9,10,2.08,1.93,10.10+1.10,8.84-1.16,0.3,0.27,Dele Alli,EPL,M
3,4.0,2016/2017,Tottenham,37,3060,18,7,2.76,1.53,14.71-3.29,4.57-2.43,0.43,0.13,Dele Alli,EPL,M
4,5.0,2015/2016,Tottenham,33,2490,10,9,2.67,1.99,8.32-1.68,6.80-2.20,0.3,0.25,Dele Alli,EPL,M
5,,,,156,12250,50,33,2.34,1.62,47.00-3.00,26.99-6.01,0.35,0.2,Dele Alli,EPL,M
0,1.0,2019/2020,Arsenal,18,1472,1,2,0.55,2.26,1.71+0.71,2.29+0.29,0.1,0.14,Mesut Özil,EPL,M
1,2.0,2018/2019,Arsenal,24,1751,5,2,0.57,2.31,2.23-2.77,4.29+2.29,0.11,0.22,Mesut Özil,EPL,M
2,3.0,2017/2018,Arsenal,26,2166,4,8,1.62,3.49,4.39+0.39,9.13+1.13,0.18,0.38,Mesut Özil,EPL,M
3,4.0,2016/2017,Arsenal,33,2856,8,9,1.26,3.15,5.61-2.39,8.07-0.93,0.18,0.25,Mesut Özil,EPL,M
4,5.0,2015/2016,Arsenal,35,3065,6,19,1.41,4.29,7.92+1.92,17.62-1.38,0.23,0.52,Mesut Özil,EPL,M
5,6.0,2014/2015,Arsenal,22,1861,4,5,1.4,3.34,3.86-0.14,6.66+1.66,0.19,0.32,Mesut Özil,EPL,M
6,,,,158,13171,28,45,1.2,3.29,25.72-2.28,48.05+3.05,0.18,0.33,Mesut Özil,EPL,M
0,1.0,2019/2020,Arsenal,24,1722,0,2,0.68,1.46,0.47+0.47,1.58-0.42,0.02,0.08,Dani Ceballos,EPL,M
1,2.0,2018/2019,Real Madrid,23,1245,3,0,1.59,1.73,2.24-0.76,1.25+1.25,0.16,0.09,Dani Ceballos,EPL,M
2,3.0,2017/2018,Real Madrid,12,392,2,0,1.61,0.92,0.38-1.62,0.24+0.24,0.09,0.06,Dani Ceballos,EPL,M
3,4.0,2016/2017,Real Betis,30,2334,2,2,1.43,1.5,1.49-0.51,2.29+0.29,0.06,0.09,Dani Ceballos,EPL,M
4,5.0,2015/2016,Real Betis,34,2138,0,2,0.72,0.97,0.79+0.79,2.39+0.39,0.03,0.1,Dani Ceballos,EPL,M
5,,,,123,7831,7,6,1.1,1.36,5.37-1.63,7.76+1.76,0.06,0.09,Dani Ceballos,EPL,M
0,1.0,2019/2020,West Ham,25,1531,1,4,1.35,1.47,2.63+1.63,2.65-1.35,0.15,0.16,Felipe Anderson,EPL,M
1,2.0,2018/2019,West Ham,36,3073,9,4,1.7,1.9,5.53-3.47,6.78+2.78,0.16,0.2,Felipe Anderson,EPL,M
2,3.0,2017/2018,Lazio,21,1139,4,7,2.05,3.0,2.75-1.25,4.39-2.61,0.22,0.35,Felipe Anderson,EPL,M
3,4.0,2016/2017,Lazio,36,2935,4,9,2.15,2.3,4.92+0.92,8.50-0.50,0.15,0.26,Felipe Anderson,EPL,M
4,5.0,2015/2016,Lazio,35,2052,7,4,2.19,1.18,5.61-1.39,3.60-0.40,0.25,0.16,Felipe Anderson,EPL,M
5,6.0,2014/2015,Lazio,32,2095,10,7,2.79,1.5,6.35-3.65,8.06+1.06,0.27,0.35,Felipe Anderson,EPL,M
6,,,,185,12825,35,35,2.05,1.86,27.79-7.21,33.97-1.03,0.2,0.24,Felipe Anderson,EPL,M
0,1.0,2019/2020,Bournemouth,28,2054,1,4,1.18,1.93,3.46+2.46,3.60-0.40,0.15,0.16,Ryan Fraser,EPL,M
1,2.0,2018/2019,Bournemouth,38,3185,7,14,1.44,2.63,4.76-2.24,16.18+2.18,0.13,0.46,Ryan Fraser,EPL,M
2,3.0,2017/2018,Bournemouth,26,2016,5,3,1.38,1.92,1.98-3.02,2.74-0.26,0.09,0.12,Ryan Fraser,EPL,M
3,4.0,2016/2017,Bournemouth,28,1774,3,5,1.22,1.62,2.11-0.89,3.62-1.38,0.11,0.18,Ryan Fraser,EPL,M
4,,,,120,9029,16,26,1.33,2.11,12.32-3.68,26.14+0.14,0.12,0.26,Ryan Fraser,EPL,M
0,1.0,2019/2020,Aston Villa,36,3235,8,6,2.03,2.56,6.84-1.16,7.64+1.64,0.19,0.21,Jack Grealish,EPL,M
1,2.0,2015/2016,Aston Villa,16,831,1,0,1.73,1.3,0.60-0.40,0.64+0.64,0.06,0.07,Jack Grealish,EPL,M
