,№,Season,Team,Apps,Min,G,A,Sh90,KP90,xG,xA,xG90,xA90,Player,League,Pos
4,5.0,2016/2017,Sevilla,31,1452,7,2,1.92,0.93,6.26-0.74,1.97-0.03,0.39,0.12,Vicente Iborra,La Liga,M
5,6.0,2015/2016,Sevilla,29,1743,7,2,1.6,0.67,6.88-0.12,3.63+1.63,0.36,0.19,Vicente Iborra,La Liga,M
6,7.0,2014/2015,Sevilla,26,2029,7,1,1.73,0.89,6.88-0.12,1.76+0.76,0.31,0.08,Vicente Iborra,La Liga,M
7,,,,166,11228,28,8,1.25,0.59,27.68-0.32,9.90+1.90,0.22,0.08,Vicente Iborra,La Liga,M
0,1.0,2019/2020,Real Betis,36,3177,6,6,1.47,2.24,6.67+0.67,5.89-0.11,0.19,0.17,Sergio Canales,La Liga,M
1,2.0,2018/2019,Real Betis,32,2660,7,2,2.23,1.89,7.55+0.55,5.53+3.53,0.26,0.19,Sergio Canales,La Liga,M
2,3.0,2017/2018,Real Sociedad,36,1921,4,5,3.14,2.62,3.69-0.31,5.78+0.78,0.17,0.27,Sergio Canales,La Liga,M
3,4.0,2016/2017,Real Sociedad,31,986,0,4,1.83,3.19,1.00+1.00,2.98-1.02,0.09,0.27,Sergio Canales,La Liga,M
4,5.0,2015/2016,Real Sociedad,16,906,0,0,2.38,1.09,1.15+1.15,1.08+1.08,0.11,0.11,Sergio Canales,La Liga,M
5,6.0,2014/2015,Real Sociedad,36,2564,4,3,1.97,1.12,4.25+0.25,1.96-1.04,0.15,0.07,Sergio Canales,La Liga,M
6,,,,187,12214,21,20,2.1,1.98,24.32+3.32,23.21+3.21,0.18,0.17,Sergio Canales,La Liga,M
0,1.0,2019/2020,Getafe,35,2903,2,0,1.05,0.43,3.24+1.24,0.65+0.65,0.1,0.02,Nemanja Maksimovic,La Liga,M
1,2.0,2018/2019,Getafe,36,3213,1,0,0.92,0.34,2.54+1.54,0.56+0.56,0.07,0.02,Nemanja Maksimovic,La Liga,M
2,3.0,2017/2018,Valencia,15,551,0,0,1.14,1.63,0.34+0.34,0.47+0.47,0.05,0.08,Nemanja Maksimovic,La Liga,M
3,,,,86,6667,3,0,1.0,0.49,6.12+3.12,1.68+1.68,0.08,0.02,Nemanja Maksimovic,La Liga,M
0,1.0,2019/2020,Atletico Madrid,35,3094,6,0,1.28,0.44,5.04-0.96,1.07+1.07,0.15,0.03,Saúl Ñíguez,La Liga,M
1,2.0,2018/2019,Atletico Madrid,33,2923,4,1,1.57,0.46,5.61+1.61,1.65+0.65,0.17,0.05,Saúl Ñíguez,La Liga,M
2,3.0,2017/2018,Atletico Madrid,36,3157,2,3,1.51,0.6,2.56+0.56,3.22+0.22,0.07,0.09,Saúl Ñíguez,La Liga,M
3,4.0,2016/2017,Atletico Madrid,33,2545,4,3,1.66,0.88,2.98-1.02,2.89-0.11,0.11,0.1,Saúl Ñíguez,La Liga,M
4,5.0,2015/2016,Atletico Madrid,31,2331,4,2,1.74,0.73,2.37-1.63,1.58-0.42,0.09,0.06,Saúl Ñíguez,La Liga,M
5,6.0,2014/2015,Atletico Madrid,24,1052,4,2,1.45,0.86,2.19-1.81,2.43+0.43,0.19,0.21,Saúl Ñíguez,La Liga,M
6,,,,192,15102,24,11,1.53,0.63,20.76-3.24,12.85+1.85,0.12,0.08,Saúl Ñíguez,La Liga,M
0,1.0,2019/2020,Mallorca,36,2946,0,0,0.46,0.18,0.84+0.84,0.14+0.14,0.03,0.0,Iddrisu Baba,La Liga,M
1,,,,36,2946,0,0,0.46,0.18,0.84+0.84,0.14+0.14,0.03,0.0,Iddrisu Baba,La Liga,M
0,1.0,2019/2020,Athletic Club,36,3021,0,1,0.42,0.42,0.77+0.77,1.19+0.19,0.02,0.04,Dani García,La Liga,M
1,2.0,2018/2019,Athletic Club,29,2490,0,0,0.07,0.14,0.03+0.03,0.17+0.17,0.0,0.01,Dani García,La Liga,M
2,3.0,2017/2018,Eibar,32,2786,0,1,0.65,0.55,0.38+0.38,1.13+0.13,0.01,0.04,Dani García,La Liga,M
3,4.0,2016/2017,Eibar,36,3191,1,1,0.56,0.65,0.35-0.65,0.83-0.17,0.01,0.02,Dani García,La Liga,M
4,5.0,2015/2016,Eibar,35,3062,0,0,0.59,0.38,1.16+1.16,0.50+0.50,0.03,0.01,Dani García,La Liga,M
5,6.0,2014/2015,Eibar,34,2972,1,2,0.51,0.36,0.38-0.62,0.54-1.46,0.01,0.02,Dani García,La Liga,M
6,,,,202,17522,2,5,0.48,0.43,3.08+1.08,4.35-0.65,0.02,0.02,Dani García,La Liga,M
0,1.0,2019/2020,Getafe,37,3279,1,5,0.82,1.43,2.18+1.18,4.70-0.30,0.06,0.13,Marc Cucurella,La Liga,M
1,2.0,2018/2019,Eibar,31,2351,1,2,0.84,1.19,2.32+1.32,4.25+2.25,0.09,0.16,Marc Cucurella,La Liga,M
2,,,,68,5630,2,7,0.83,1.33,4.51+2.51,8.95+1.95,0.07,0.14,Marc Cucurella,La Liga,M
0,1.0,2019/2020,Espanyol,35,3040,2,1,0.95,0.83,2.43+0.43,3.04+2.04,0.07,0.09,Marc Roca,La Liga,M
1,2.0,2018/2019,Espanyol,35,3126,1,2,0.66,0.66,1.62+0.62,2.95+0.95,0.05,0.08,Marc Roca,La Liga,M
2,3.0,2017/2018,Espanyol,8,257,0,0,1.4,0.7,0.15+0.15,0.03+0.03,0.05,0.01,Marc Roca,La Liga,M
3,4.0,2016/2017,Espanyol,25,1314,0,1,0.89,0.48,0.91+0.91,0.65-0.35,0.06,0.04,Marc Roca,La Liga,M
4,,,,103,7737,3,4,0.84,0.7,5.11+2.11,6.67+2.67,0.06,0.08,Marc Roca,La Liga,M
0,1.0,2019/2020,Getafe,35,3081,1,1,1.37,0.47,2.09+1.09,1.77+0.77,0.06,0.05,Mauro Arambarri,La Liga,M
1,2.0,2018/2019,Getafe,33,2699,1,2,0.97,0.6,1.40+0.40,1.76-0.24,0.05,0.06,Mauro Arambarri,La Liga,M
2,3.0,2017/2018,Getafe,27,2148,1,1,0.88,0.38,1.65+0.65,1.85+0.85,0.07,0.08,Mauro Arambarri,La Liga,M
3,4.0,2016/2017,Bordeaux,4,29,0,1,0.0,6.21,0.00,0.07-0.93,0.0,0.22,Mauro Arambarri,La Liga,M
4,5.0,2015/2016,Bordeaux,5,152,0,0,1.18,0.59,0.44+0.44,0.10+0.10,0.26,0.06,Mauro Arambarri,La Liga,M
5,,,,104,8109,3,5,1.1,0.51,5.59+2.59,5.55+0.55,0.06,0.06,Mauro Arambarri,La Liga,M
0,1.0,2019/2020,Valencia,35,3049,8,3,1.0,1.68,6.13-1.87,4.41+1.41,0.18,0.13,Daniel Parejo,La Liga,M
1,2.0,2018/2019,Valencia,36,3068,9,7,1.29,2.35,7.95-1.05,7.29+0.29,0.23,0.21,Daniel Parejo,La Liga,M
2,3.0,2017/2018,Valencia,34,3005,7,7,1.35,2.07,6.57-0.43,5.85-1.15,0.2,0.18,Daniel Parejo,La Liga,M
3,4.0,2016/2017,Valencia,36,3198,5,7,1.41,1.86,6.93+1.93,5.88-1.12,0.19,0.17,Daniel Parejo,La Liga,M
4,5.0,2015/2016,Valencia,33,2734,8,5,1.51,1.38,5.46-2.54,2.99-2.01,0.18,0.1,Daniel Parejo,La Liga,M
5,6.0,2014/2015,Valencia,34,2932,11,5,1.66,1.29,8.30-2.70,2.83-2.17,0.25,0.09,Daniel Parejo,La Liga,M
6,,,,208,17986,48,34,1.37,1.78,41.34-6.66,29.24-4.76,0.21,0.15,Daniel Parejo,La Liga,M
0,1.0,2019/2020,Real Madrid,35,3096,4,3,1.31,0.41,4.22+0.22,1.80-1.20,0.12,0.05,Casemiro,La Liga,M
1,2.0,2018/2019,Real Madrid,29,2317,3,0,1.55,0.54,1.66-1.34,1.11+1.11,0.06,0.04,Casemiro,La Liga,M
2,3.0,2017/2018,Real Madrid,30,2609,5,3,1.1,0.79,3.65-1.35,2.93-0.07,0.13,0.1,Casemiro,La Liga,M
3,4.0,2016/2017,Real Madrid,25,1711,4,0,0.79,0.47,3.20-0.80,0.43+0.43,0.17,0.02,Casemiro,La Liga,M
4,5.0,2015/2016,Real Madrid,23,1526,1,3,1.18,0.41,1.16+0.16,1.17-1.83,0.07,0.07,Casemiro,La Liga,M
5,,,,142,11259,17,9,1.22,0.54,13.90-3.10,7.44-1.56,0.11,0.06,Casemiro,La Liga,M
0,1.0,2019/2020,Real Sociedad,36,3149,5,1,1.26,0.94,2.79-2.21,1.94+0.94,0.08,0.06,Mikel Merino,La Liga,M
1,2.0,2018/2019,Real Sociedad,29,2058,3,3,1.05,0.66,2.78-0.22,2.03-0.97,0.12,0.09,Mikel Merino,La Liga,M
2,3.0,2017/2018,Newcastle United,24,1336,1,1,1.08,1.08,0.51-0.49,0.74-0.26,0.03,0.05,Mikel Merino,La Liga,M
3,4.0,2016/2017,Borussia Dortmund,8,288,0,0,1.56,0.94,0.51+0.51,0.25+0.25,0.16,0.08,Mikel Merino,La Liga,M
4,,,,97,6831,9,5,1.17,0.88,6.59-2.41,4.96-0.04,0.09,0.07,Mikel Merino,La Liga,M
0,1.0,2019/2020,Levante,37,3161,2,7,1.25,2.08,2.40+0.40,6.07-0.93,0.07,0.17,José Campaña,La Liga,M
1,2.0,2018/2019,Levante,36,3216,3,9,0.56,1.62,1.86-1.14,6.46-2.54,0.05,0.18,José Campaña,La Liga,M
2,3.0,2017/2018,Levante,35,2743,1,4,0.72,1.64,1.39+0.39,4.56+0.56,0.05,0.15,José Campaña,La Liga,M
3,,,,108,9120,6,20,0.85,1.79,5.65-0.35,17.09-2.91,0.06,0.17,José Campaña,La Liga,M
